STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-064,1371.6,,-12.942,45.06,1.082,0.1624,2.406,GUF
ABAB,ABB-064,1371.7524,,-13.612,45.06,1.097,0.1624,2.406,GUF
ABAB,ABB-064,1371.9048,,-14.282,45.06,1.113,0.1624,2.406,GUF
ABAB,ABB-064,1372.0572,,-14.952,45.06,1.128,0.1624,2.406,GUF
ABAB,ABB-064,1372.2096,,-15.017,45.06,1.143,0.1624,2.406,GUF
ABAB,ABB-064,1372.362,,-15.083,45.06,1.158,0.1624,2.406,GUF
ABAB,ABB-064,1372.5144,,-14.285,45.06,1.173,0.1624,2.406,GUF
ABAB,ABB-064,1372.6668,,-13.488,45.06,1.182,0.1624,2.406,GUF
ABAB,ABB-064,1372.8192,,-12.691,45.06,1.19,0.1624,2.406,GUF
ABAB,ABB-064,1372.9716,,-11.894,45.06,1.199,0.1624,2.406,GUF
ABAB,ABB-064,1373.124,,-11.919,45.06,1.207,0.1624,2.406,GUF
ABAB,ABB-064,1373.2764,,-12.741,45.06,1.215,0.1624,2.406,GUF
ABAB,ABB-064,1373.4288,,-13.563,45.06,1.224,0.1624,2.406,GUF
ABAB,ABB-064,1373.5812,,-14.385,45.06,1.219,0.1624,2.406,GUF
ABAB,ABB-064,1373.7336,,-14.446,45.06,1.215,0.1624,2.406,GUF
ABAB,ABB-064,1373.886,,-14.507,45.06,1.211,0.1624,2.406,GUF
ABAB,ABB-064,1374.0384,,-14.866,45.06,1.206,0.1624,2.406,GUF
ABAB,ABB-064,1374.1908,,-15.224,45.06,1.198,0.1624,2.406,GUF
ABAB,ABB-064,1374.3432,,-15.582,45.06,1.189,0.1624,2.406,GUF
ABAB,ABB-064,1374.4956,,-15.867,45.06,1.181,0.1624,2.406,GUF
ABAB,ABB-064,1374.648,,-15.091,45.06,1.172,0.1624,2.406,GUF
ABAB,ABB-064,1374.8004,,-14.316,45.06,1.163,0.1624,2.406,GUF
ABAB,ABB-064,1374.9528,,-13.54,45.06,1.161,0.1624,2.406,GUF
ABAB,ABB-064,1375.1052,,-12.765,45.06,1.16,0.1624,2.406,GUF
ABAB,ABB-064,1375.2576,,-12.374,45.06,1.158,0.1624,2.406,GUF
ABAB,ABB-064,1375.41,,-12.683,45.06,1.156,0.1624,2.406,GUF
ABAB,ABB-064,1375.5624,,-12.992,45.06,1.159,0.1624,2.406,GUF
ABAB,ABB-064,1375.7148,,-13.301,45.06,1.162,0.1624,2.406,GUF
ABAB,ABB-064,1375.8672,,-13.61,45.06,1.165,0.1624,2.406,GUF
ABAB,ABB-064,1376.0196,,-12.888,45.06,1.168,0.1624,2.406,GUF
ABAB,ABB-064,1376.172,,-12.166,45.06,1.147,0.1624,2.406,GUF
ABAB,ABB-064,1376.3244,,-11.864,45.06,1.127,0.1624,2.406,GUF
ABAB,ABB-064,1376.4768,,-11.561,45.06,1.106,0.1624,2.406,GUF
ABAB,ABB-064,1376.6292,,-11.258,45.06,1.086,0.1624,2.406,GUF
ABAB,ABB-064,1376.7816,,-11.795,45.06,1.038,0.1624,2.406,GUF
ABAB,ABB-064,1376.934,,-12.368,45.06,0.991,0.1624,2.406,GUF
ABAB,ABB-064,1377.0864,,-12.94,45.06,0.978,0.1624,2.406,GUF
ABAB,ABB-064,1377.2388,,-13.437,45.06,0.965,0.1624,2.406,GUF
ABAB,ABB-064,1377.3912,,-13.934,45.06,0.953,0.1624,2.406,GUF
ABAB,ABB-064,1377.5436,,-14.43,45.06,0.94,0.1624,2.406,GUF
ABAB,ABB-064,1377.696,,-14.927,45.06,0.927,0.1624,2.406,GUF
ABAB,ABB-064,1377.8484,,-14.739,45.06,0.915,0.1624,2.406,GUF
ABAB,ABB-064,1378.0008,,-13.935,45.06,0.902,0.1624,2.406,GUF
ABAB,ABB-064,1378.1532,,-13.131,45.06,0.933,0.1624,2.406,GUF
ABAB,ABB-064,1378.3056,,-12.327,45.06,0.964,0.1624,2.406,GUF
ABAB,ABB-064,1378.458,,-11.523,45.06,0.998,0.1624,2.406,GUF
ABAB,ABB-064,1378.6104,,-10.72,45.06,1.033,0.1624,2.406,GUF
ABAB,ABB-064,1378.7628,,-9.916,45.06,1.067,0.1624,2.406,GUF
ABAB,ABB-064,1378.9152,,-9.758,45.06,1.102,0.1624,2.406,GUF
ABAB,ABB-064,1379.0676,,-10.289,45.06,1.15,0.1624,2.406,GUF
ABAB,ABB-064,1379.22,,-10.82,45.06,1.199,0.1624,2.406,GUF
ABAB,ABB-064,1379.3724,,-11.351,45.06,1.247,0.1624,2.406,GUF
ABAB,ABB-064,1379.5248,,-11.882,45.06,1.295,0.1624,2.406,GUF
ABAB,ABB-064,1379.6772,,-11.146,45.06,1.271,0.1624,2.406,GUF
ABAB,ABB-064,1379.8296,,-10.41,45.06,1.246,0.1624,2.406,GUF
ABAB,ABB-064,1379.982,,-9.675,45.06,1.202,0.1624,2.406,GUF
ABAB,ABB-064,1380.1344,,-9.507,45.06,1.158,0.1624,2.406,GUF
ABAB,ABB-064,1380.2868,,-9.34,45.06,1.113,0.1624,2.406,GUF
ABAB,ABB-064,1380.4392,,-9.173,45.06,1.07,0.1624,2.406,GUF
ABAB,ABB-064,1380.5916,,-9.622,45.06,1.026,0.1624,2.406,GUF
ABAB,ABB-064,1380.744,,-10.021,45.06,0.983,0.1624,2.406,GUF
ABAB,ABB-064,1380.8964,,-10.421,45.06,0.946,0.1624,2.406,GUF
ABAB,ABB-064,1381.0488,,-10.617,45.06,0.909,0.1624,2.406,GUF
ABAB,ABB-064,1381.2012,,-10.812,45.06,0.872,0.1624,2.406,GUF
ABAB,ABB-064,1381.3536,,-11.008,45.06,0.858,0.1624,2.406,GUF
ABAB,ABB-064,1381.506,,-11.203,45.06,0.845,0.1624,2.406,GUF
ABAB,ABB-064,1381.6584,,-11.238,45.06,0.831,0.1624,2.406,GUF
ABAB,ABB-064,1381.8108,,-11.272,45.06,0.818,0.1624,2.406,GUF
ABAB,ABB-064,1381.9632,,-11.306,45.06,0.804,0.1624,2.406,GUF
ABAB,ABB-064,1382.1156,,-11.341,45.06,0.791,0.1624,2.406,GUF
ABAB,ABB-064,1382.268,,-11.375,45.06,0.777,0.1624,2.406,GUF
ABAB,ABB-064,1382.4204,,-11.41,45.06,0.767,0.1624,2.406,GUF
ABAB,ABB-064,1382.5728,,-11.325,45.06,0.756,0.1624,2.406,GUF
ABAB,ABB-064,1382.7252,,-11.241,45.06,0.745,0.1624,2.406,GUF
ABAB,ABB-064,1382.8776,,-11.156,45.06,0.734,0.1624,2.406,GUF
ABAB,ABB-064,1383.03,,-11.072,45.06,0.723,0.1624,2.406,GUF
ABAB,ABB-064,1383.1824,,-10.988,45.06,0.722,0.1624,2.406,GUF
ABAB,ABB-064,1383.3348,,-10.526,45.06,0.721,0.1624,2.406,GUF
ABAB,ABB-064,1383.4872,,-10.064,45.06,0.72,0.1624,2.406,GUF
ABAB,ABB-064,1383.6396,,-9.602,45.06,0.719,0.1624,2.406,GUF
ABAB,ABB-064,1383.792,,-9.14,45.06,0.723,0.1624,2.406,GUF
ABAB,ABB-064,1383.9444,,-8.678,45.06,0.726,0.1624,2.406,GUF
ABAB,ABB-064,1384.0968,,-8.388,45.06,0.73,0.1624,2.406,GUF
ABAB,ABB-064,1384.2492,,-8.099,45.06,0.734,0.1624,2.406,GUF
ABAB,ABB-064,1384.4016,,-7.81,45.06,0.737,0.1624,2.406,GUF
ABAB,ABB-064,1384.554,,-7.52,45.06,0.769,0.1624,2.406,GUF
ABAB,ABB-064,1384.7064,,-7.231,45.06,0.801,0.1624,2.406,GUF
ABAB,ABB-064,1384.8588,,-8.169,45.06,0.832,0.1624,2.406,GUF
ABAB,ABB-064,1385.0112,,-9.106,45.06,0.864,0.1624,2.406,GUF
ABAB,ABB-064,1385.1636,,-10.616,45.06,0.895,0.1624,2.406,GUF
ABAB,ABB-064,1385.316,,-11.036,45.06,0.912,0.1624,2.406,GUF
ABAB,ABB-064,1385.4684,,-11.455,45.06,0.928,0.1624,2.406,GUF
ABAB,ABB-064,1385.6208,,-11.086,45.06,0.945,0.1624,2.406,GUF
ABAB,ABB-064,1385.7732,,-10.846,45.06,0.961,0.1624,2.406,GUF
ABAB,ABB-064,1385.9256,,-10.606,45.06,0.978,0.1624,2.406,GUF
ABAB,ABB-064,1386.078,,-10.367,45.06,1.013,0.1624,2.406,GUF
ABAB,ABB-064,1386.2304,,-10.127,45.06,1.049,0.1624,2.406,GUF
ABAB,ABB-064,1386.3828,,-9.887,45.06,1.085,0.1624,2.406,GUF
ABAB,ABB-064,1386.5352,,-9.647,45.06,1.121,0.1624,2.406,GUF
ABAB,ABB-064,1386.6876,,-9.736,45.06,1.157,0.1624,2.406,GUF
ABAB,ABB-064,1386.84,,-9.825,45.06,1.192,0.1624,2.406,GUF
ABAB,ABB-064,1386.9924,,-9.914,45.06,1.236,0.1624,2.406,GUF
ABAB,ABB-064,1387.1448,,-10.003,45.06,1.28,0.1624,2.406,GUF
ABAB,ABB-064,1387.2972,,-10.091,45.06,1.324,0.1624,2.406,GUF
ABAB,ABB-064,1387.4496,,-9.81,45.06,1.367,0.1624,2.406,GUF
ABAB,ABB-064,1387.602,,-9.529,45.06,1.411,0.1624,2.406,GUF
ABAB,ABB-064,1387.7544,,-9.247,45.06,1.45,0.1624,2.406,GUF
ABAB,ABB-064,1387.9068,,-8.966,45.06,1.489,0.1624,2.406,GUF
ABAB,ABB-064,1388.0592,,-8.685,45.06,1.528,0.1624,2.406,GUF
ABAB,ABB-064,1388.2116,,-8.403,45.06,1.567,0.1624,2.406,GUF
ABAB,ABB-064,1388.364,,-8.339,45.06,1.606,0.1624,2.406,GUF
ABAB,ABB-064,1388.5164,,-8.275,45.06,1.653,0.1624,2.406,GUF
ABAB,ABB-064,1388.6688,,-8.211,45.06,1.7,0.1624,2.406,GUF
ABAB,ABB-064,1388.8212,,-8.888,45.06,1.747,0.1624,2.406,GUF
ABAB,ABB-064,1388.9736,,-9.564,45.06,1.793,0.1624,2.406,GUF
ABAB,ABB-064,1389.126,,-10.241,45.06,1.84,0.1624,2.406,GUF
ABAB,ABB-064,1389.2784,,-10.918,45.06,1.887,0.1624,2.406,GUF
ABAB,ABB-064,1389.4308,,-11.198,45.06,1.877,0.1624,2.406,GUF
ABAB,ABB-064,1389.5832,,-11.479,45.06,1.866,0.1624,2.406,GUF
ABAB,ABB-064,1389.7356,,-11.76,45.06,1.856,0.1624,2.406,GUF
ABAB,ABB-064,1389.888,,-12.041,45.06,1.845,0.1624,2.406,GUF
ABAB,ABB-064,1390.0404,,-11.694,45.06,1.777,0.1624,2.406,GUF
ABAB,ABB-064,1390.1928,,-11.347,45.06,1.708,0.1624,2.406,GUF
ABAB,ABB-064,1390.3452,,-11.001,45.06,1.639,0.1624,2.406,GUF
ABAB,ABB-064,1390.4976,,-10.277,45.06,1.571,0.1624,2.406,GUF
ABAB,ABB-064,1390.65,,-9.554,45.06,1.528,0.1624,2.406,GUF
ABAB,ABB-064,1390.8024,,-8.83,45.06,1.486,0.1624,2.406,GUF
ABAB,ABB-064,1390.9548,,-8.629,45.06,1.444,0.1624,2.406,GUF
ABAB,ABB-064,1391.1072,,-8.429,45.06,1.401,0.1624,2.406,GUF
ABAB,ABB-064,1391.2596,,-8.99,45.06,1.39,0.1624,2.406,GUF
ABAB,ABB-064,1391.412,,-9.551,45.06,1.379,0.1624,2.406,GUF
ABAB,ABB-064,1391.5644,,-10.113,45.06,1.368,0.1624,2.406,GUF
ABAB,ABB-064,1391.7168,,-10.674,45.06,1.367,0.1624,2.406,GUF
ABAB,ABB-064,1391.8692,,-10.484,45.06,1.365,0.1624,2.406,GUF
ABAB,ABB-064,1392.0216,,-10.294,45.06,1.364,0.1624,2.406,GUF
ABAB,ABB-064,1392.174,,-10.104,45.06,1.362,0.1624,2.406,GUF
ABAB,ABB-064,1392.3264,,-9.995,45.06,1.361,0.1624,2.406,GUF
ABAB,ABB-064,1392.4788,,-9.885,45.06,1.359,0.1624,2.406,GUF
ABAB,ABB-064,1392.6312,,-9.776,45.06,1.358,0.1624,2.406,GUF
ABAB,ABB-064,1392.7836,,-9.666,45.06,1.381,0.1624,2.406,GUF
ABAB,ABB-064,1392.936,,-9.557,45.06,1.405,0.1624,2.406,GUF
ABAB,ABB-064,1393.0884,,-9.447,45.06,1.428,0.1624,2.406,GUF
ABAB,ABB-064,1393.2408,,-9.337,45.06,1.451,0.1624,2.406,GUF
ABAB,ABB-064,1393.3932,,-9.425,45.06,1.537,0.1624,2.406,GUF
ABAB,ABB-064,1393.5456,,-9.513,45.06,1.622,0.1624,2.406,GUF
ABAB,ABB-064,1393.698,,-9.601,45.06,1.707,0.1624,2.406,GUF
ABAB,ABB-064,1393.8504,,-8.902,45.06,1.793,0.1624,2.406,GUF
ABAB,ABB-064,1394.0028,,-8.204,45.06,1.878,0.1624,2.406,GUF
ABAB,ABB-064,1394.1552,,-7.505,45.06,1.926,0.1624,2.406,GUF
ABAB,ABB-064,1394.3076,,-6.806,45.06,1.857,0.1624,2.406,GUF
ABAB,ABB-064,1394.46,,-5.615,45.06,1.788,0.1624,2.406,GUF
ABAB,ABB-064,1394.6124,,-4.423,45.06,1.719,0.1624,2.406,GUF
ABAB,ABB-064,1394.7648,,-4.524,45.06,1.674,0.1624,2.406,GUF
ABAB,ABB-064,1394.9172,,-4.624,45.06,1.628,0.1624,2.406,GUF
ABAB,ABB-064,1395.0696,,-5.709,45.06,1.583,0.1624,2.406,GUF
ABAB,ABB-064,1395.222,,-6.795,45.06,1.538,0.1624,2.406,GUF
ABAB,ABB-064,1395.3744,,-6.901,45.06,1.52,0.1624,2.406,GUF
ABAB,ABB-064,1395.5268,,-7.007,45.06,1.502,0.1624,2.406,GUF
ABAB,ABB-064,1395.6792,,-7.113,45.06,1.484,0.1624,2.406,GUF
ABAB,ABB-064,1395.8316,,-7.219,45.06,1.466,0.1624,2.406,GUF
ABAB,ABB-064,1395.984,,-7.325,45.06,1.448,0.1624,2.406,GUF
ABAB,ABB-064,1396.1364,,-7.053,45.06,1.434,0.1624,2.406,GUF
ABAB,ABB-064,1396.2888,,-7.189,45.06,1.42,0.1624,2.406,GUF
ABAB,ABB-064,1396.4412,,-7.325,45.06,1.406,0.1624,2.406,GUF
ABAB,ABB-064,1396.5936,,-7.46,45.06,1.392,0.1624,2.406,GUF
ABAB,ABB-064,1396.746,,-7.596,45.06,1.394,0.1624,2.406,GUF
ABAB,ABB-064,1396.8984,,-7.732,45.06,1.396,0.1624,2.406,GUF
ABAB,ABB-064,1397.0508,,-7.868,45.06,1.398,0.1624,2.406,GUF
ABAB,ABB-064,1397.2032,,-8.003,45.06,1.401,0.1624,2.406,GUF
ABAB,ABB-064,1397.3556,,-7.475,45.06,1.448,0.1624,2.406,GUF
ABAB,ABB-064,1397.508,,-6.947,45.06,1.495,0.1624,2.406,GUF
ABAB,ABB-064,1397.6604,,-6.418,45.06,1.542,0.1624,2.406,GUF
ABAB,ABB-064,1397.8128,,-5.89,45.06,1.596,0.1624,2.406,GUF
ABAB,ABB-064,1397.9652,,-5.52,45.06,1.649,0.1624,2.406,GUF
ABAB,ABB-064,1398.1176,,-5.149,45.06,1.703,0.1624,2.406,GUF
ABAB,ABB-064,1398.27,,-4.779,45.06,1.756,0.1624,2.406,GUF
ABAB,ABB-064,1398.4224,,-4.408,45.06,1.81,0.1624,2.406,GUF
ABAB,ABB-064,1398.5748,,-4.038,45.06,1.721,0.1624,2.406,GUF
ABAB,ABB-064,1398.7272,,-4.971,45.06,1.633,0.1624,2.406,GUF
ABAB,ABB-064,1398.8796,,-5.876,45.06,1.544,0.1624,2.406,GUF
ABAB,ABB-064,1399.032,,-6.78,45.06,1.451,0.1624,2.406,GUF
ABAB,ABB-064,1399.1844,,-6.769,45.06,1.359,0.1624,2.406,GUF
ABAB,ABB-064,1399.3368,,-6.758,45.06,1.266,0.1624,2.406,GUF
ABAB,ABB-064,1399.4892,,-6.69,45.06,1.205,0.1624,2.406,GUF
ABAB,ABB-064,1399.6416,,-6.622,45.06,1.143,0.1624,2.406,GUF
ABAB,ABB-064,1399.794,,-6.382,45.06,1.082,0.1624,2.406,GUF
ABAB,ABB-064,1399.9464,,-6.141,45.06,1.021,0.1624,2.406,GUF
ABAB,ABB-064,1400.0988,,-5.901,45.06,0.96,0.1624,2.406,GUF
ABAB,ABB-064,1400.2512,,-5.66,45.06,0.914,0.1624,2.406,GUF
ABAB,ABB-064,1400.4036,,-5.42,45.06,0.868,0.1624,2.406,GUF
ABAB,ABB-064,1400.556,,-5.152,45.06,0.822,0.1624,2.406,GUF
ABAB,ABB-064,1400.7084,,-4.884,45.06,0.776,0.1624,2.406,GUF
ABAB,ABB-064,1400.8608,,-4.616,45.06,0.755,0.1624,2.406,GUF
ABAB,ABB-064,1401.0132,,-4.348,45.06,0.733,0.1624,2.406,GUF
ABAB,ABB-064,1401.1656,,-4.08,45.06,0.712,0.1624,2.406,GUF
ABAB,ABB-064,1401.318,,-4.819,45.06,0.691,0.1624,2.406,GUF
ABAB,ABB-064,1401.4704,,-5.559,45.06,0.683,0.1624,2.406,GUF
ABAB,ABB-064,1401.6228,,-6.299,45.06,0.675,0.1624,2.406,GUF
ABAB,ABB-064,1401.7752,,-7.039,45.06,0.667,0.1624,2.406,GUF
ABAB,ABB-064,1401.9276,,-7.156,45.06,0.659,0.1624,2.406,GUF
ABAB,ABB-064,1402.08,,-7.273,45.06,0.651,0.1624,2.406,GUF
ABAB,ABB-064,1402.2324,,-7.39,45.06,0.644,0.1624,2.406,GUF
ABAB,ABB-064,1402.3848,,-7.508,45.06,0.645,0.1624,2.406,GUF
ABAB,ABB-064,1402.5372,,-7.625,45.06,0.647,0.1624,2.406,GUF
ABAB,ABB-064,1402.6896,,-7.742,45.06,0.648,0.1624,2.406,GUF
ABAB,ABB-064,1402.842,,-7.86,45.06,0.65,0.1624,2.406,GUF
ABAB,ABB-064,1402.9944,,-7.977,45.06,0.652,0.1624,2.406,GUF
ABAB,ABB-064,1403.1468,,-7.969,45.06,0.653,0.1624,2.406,GUF
ABAB,ABB-064,1403.2992,,-7.564,45.06,0.655,0.1624,2.406,GUF
ABAB,ABB-064,1403.4516,,-7.159,45.06,0.656,0.1624,2.406,GUF
ABAB,ABB-064,1403.604,,-6.754,45.06,0.658,0.1624,2.406,GUF
ABAB,ABB-064,1403.7564,,-6.349,45.06,0.65,0.1624,2.406,GUF
ABAB,ABB-064,1403.9088,,-6.21,45.06,0.642,0.1624,2.406,GUF
ABAB,ABB-064,1404.0612,,-6.07,45.06,0.634,0.1624,2.406,GUF
ABAB,ABB-064,1404.2136,,-5.931,45.06,0.626,0.1624,2.406,GUF
ABAB,ABB-064,1404.366,,-5.791,45.06,0.618,0.1624,2.406,GUF
ABAB,ABB-064,1404.5184,,-5.651,45.06,0.609,0.1624,2.406,GUF
ABAB,ABB-064,1404.6708,,-5.512,45.06,0.601,0.1624,2.406,GUF
ABAB,ABB-064,1404.8232,,-5.687,45.06,0.594,0.1624,2.406,GUF
ABAB,ABB-064,1404.9756,,-5.862,45.06,0.586,0.1624,2.406,GUF
ABAB,ABB-064,1405.128,,-6.037,45.06,0.578,0.1624,2.406,GUF
ABAB,ABB-064,1405.2804,,-6.212,45.06,0.571,0.1624,2.406,GUF
ABAB,ABB-064,1405.4328,,-6.324,45.06,0.55,0.1624,2.406,GUF
ABAB,ABB-064,1405.5852,,-6.437,45.06,0.55,0.1624,2.406,GUF
ABAB,ABB-064,1405.7376,,-6.55,45.06,0.549,0.1624,2.406,GUF
ABAB,ABB-064,1405.89,,-6.45,45.06,0.549,0.1624,2.406,GUF
ABAB,ABB-064,1406.0424,,-6.349,45.06,0.57,0.1624,2.406,GUF
ABAB,ABB-064,1406.1948,,-6.249,45.06,0.591,0.1624,2.406,GUF
ABAB,ABB-064,1406.3472,,-6.149,45.06,0.613,0.1624,2.406,GUF
ABAB,ABB-064,1406.4996,,-5.893,45.06,0.612,0.1624,2.406,GUF
ABAB,ABB-064,1406.652,,-5.638,45.06,0.611,0.1624,2.406,GUF
ABAB,ABB-064,1406.8044,,-5.382,45.06,0.61,0.1624,2.406,GUF
ABAB,ABB-064,1406.9568,,-5.127,45.06,0.61,0.1624,2.406,GUF
ABAB,ABB-064,1407.1092,,-4.832,45.06,0.643,0.1624,2.406,GUF
ABAB,ABB-064,1407.2616,,-4.537,45.06,0.735,0.1624,2.406,GUF
ABAB,ABB-064,1407.414,,-4.242,45.06,0.827,0.1624,2.406,GUF
ABAB,ABB-064,1407.5664,,-3.947,45.06,0.919,0.1624,2.406,GUF
ABAB,ABB-064,1407.7188,,-3.652,45.06,1.01,0.1624,2.406,GUF
ABAB,ABB-064,1407.8712,,-3.64,45.06,1.102,0.1624,2.406,GUF
ABAB,ABB-064,1408.0236,,-3.629,45.06,1.194,0.1624,2.406,GUF
ABAB,ABB-064,1408.176,,-3.617,45.06,1.286,0.1624,2.406,GUF
ABAB,ABB-064,1408.3284,,-3.605,45.06,1.438,0.1624,2.406,GUF
ABAB,ABB-064,1408.4808,,-5.905,45.06,1.509,0.1624,2.406,GUF
ABAB,ABB-064,1408.6332,,-7.372,45.06,1.581,0.1624,2.406,GUF
ABAB,ABB-064,1408.7856,,-7.659,45.06,1.653,0.1624,2.406,GUF
ABAB,ABB-064,1408.938,,-7.797,45.06,1.724,0.1624,2.406,GUF
ABAB,ABB-064,1409.0904,,-7.936,45.06,1.796,0.1624,2.406,GUF
ABAB,ABB-064,1409.2428,,-8.074,45.06,1.819,0.1624,2.406,GUF
ABAB,ABB-064,1409.3952,,-8.213,45.06,1.841,0.1624,2.406,GUF
ABAB,ABB-064,1409.5476,,-8.351,45.06,1.771,0.1624,2.406,GUF
ABAB,ABB-064,1409.7,,-8.723,45.06,1.7,0.1624,2.406,GUF
ABAB,ABB-064,1409.8524,,-9.094,45.06,1.63,0.1624,2.406,GUF
ABAB,ABB-064,1410.0048,,-9.465,45.06,1.486,0.1624,2.406,GUF
ABAB,ABB-064,1410.1572,,-9.837,45.06,1.343,0.1624,2.406,GUF
ABAB,ABB-064,1410.3096,,-8.916,45.06,1.3,0.1624,2.406,GUF
ABAB,ABB-064,1410.462,,-7.996,45.06,1.257,0.1624,2.406,GUF
ABAB,ABB-064,1410.6144,,-7.079,45.06,1.214,0.1624,2.406,GUF
ABAB,ABB-064,1410.7668,,-6.162,45.06,1.171,0.1624,2.406,GUF
ABAB,ABB-064,1410.9192,,-5.246,45.06,1.161,0.1624,2.406,GUF
ABAB,ABB-064,1411.0716,,-4.329,45.06,1.151,0.1624,2.406,GUF
ABAB,ABB-064,1411.224,,-4.369,45.06,1.141,0.1624,2.406,GUF
ABAB,ABB-064,1411.3764,,-4.41,45.06,1.116,0.1624,2.406,GUF
ABAB,ABB-064,1411.5288,,-4.567,45.06,1.091,0.1624,2.406,GUF
ABAB,ABB-064,1411.6812,,-4.724,45.06,1.066,0.1624,2.406,GUF
ABAB,ABB-064,1411.8336,,-4.881,45.06,1.041,0.1624,2.406,GUF
ABAB,ABB-064,1411.986,,-5.038,45.06,1.016,0.1624,2.406,GUF
ABAB,ABB-064,1412.1384,,-5.196,45.06,1.008,0.1624,2.406,GUF
ABAB,ABB-064,1412.2908,,-5.353,45.06,1.0,0.1624,2.406,GUF
ABAB,ABB-064,1412.4432,,-5.202,45.06,0.992,0.1624,2.406,GUF
ABAB,ABB-064,1412.5956,,-5.051,45.06,0.985,0.1624,2.406,GUF
ABAB,ABB-064,1412.748,,-4.9,45.06,0.977,0.1624,2.406,GUF
ABAB,ABB-064,1412.9004,,-4.749,45.06,0.969,0.1624,2.406,GUF
ABAB,ABB-064,1413.0528,,-4.598,45.06,0.972,0.1624,2.406,GUF
ABAB,ABB-064,1413.2052,,-4.447,45.06,0.976,0.1624,2.406,GUF
ABAB,ABB-064,1413.3576,,-4.296,45.06,0.979,0.1624,2.406,GUF
ABAB,ABB-064,1413.51,,-4.361,45.06,0.982,0.1624,2.406,GUF
ABAB,ABB-064,1413.6624,,-4.426,45.06,0.985,0.1624,2.406,GUF
ABAB,ABB-064,1413.8148,,-4.491,45.06,0.988,0.1624,2.406,GUF
ABAB,ABB-064,1413.9672,,-4.555,45.06,0.995,0.1624,2.406,GUF
ABAB,ABB-064,1414.1196,,-4.62,45.06,1.001,0.1624,2.406,GUF
ABAB,ABB-064,1414.272,,-4.499,45.06,1.007,0.1624,2.406,GUF
ABAB,ABB-064,1414.4244,,-4.378,45.06,1.013,0.1624,2.406,GUF
ABAB,ABB-064,1414.5768,,-4.257,45.06,1.02,0.1624,2.406,GUF
ABAB,ABB-064,1414.7292,,-4.135,45.06,1.026,0.1624,2.406,GUF
ABAB,ABB-064,1414.8816,,-4.014,45.06,1.032,0.1624,2.406,GUF
ABAB,ABB-064,1415.034,,-3.894,45.06,1.039,0.1624,2.406,GUF
ABAB,ABB-064,1415.1864,,-3.775,45.06,1.017,0.1624,2.406,GUF
ABAB,ABB-064,1415.3388,,-3.655,45.06,0.996,0.1624,2.406,GUF
ABAB,ABB-064,1415.4912,,-3.535,45.06,0.974,0.1624,2.406,GUF
ABAB,ABB-064,1415.6436,,-3.415,45.06,0.953,0.1624,2.406,GUF
ABAB,ABB-064,1415.796,,-3.296,45.06,0.932,0.1624,2.406,GUF
ABAB,ABB-064,1415.9484,,-3.176,45.06,0.891,0.1624,2.406,GUF
ABAB,ABB-064,1416.1008,,-3.307,45.06,0.85,0.1624,2.406,GUF
ABAB,ABB-064,1416.2532,,-3.439,45.06,0.809,0.1624,2.406,GUF
ABAB,ABB-064,1416.4056,,-3.571,45.06,0.769,0.1624,2.406,GUF
ABAB,ABB-064,1416.558,,-3.702,45.06,0.759,0.1624,2.406,GUF
ABAB,ABB-064,1416.7104,,-3.834,45.06,0.749,0.1624,2.406,GUF
ABAB,ABB-064,1416.8628,,-4.209,45.06,0.74,0.1624,2.406,GUF
ABAB,ABB-064,1417.0152,,-4.585,45.06,0.73,0.1624,2.406,GUF
ABAB,ABB-064,1417.1676,,-4.961,45.06,0.72,0.1624,2.406,GUF
ABAB,ABB-064,1417.32,,-5.336,45.06,0.727,0.1624,2.406,GUF
ABAB,ABB-064,1417.4724,,-4.921,45.06,0.733,0.1624,2.406,GUF
ABAB,ABB-064,1417.6248,,-4.507,45.06,0.74,0.1624,2.406,GUF
ABAB,ABB-064,1417.7772,,-4.092,45.06,0.746,0.1624,2.406,GUF
ABAB,ABB-064,1417.9296,,-3.677,45.06,0.753,0.1624,2.406,GUF
ABAB,ABB-064,1418.082,,-3.262,45.06,0.76,0.1624,2.406,GUF
ABAB,ABB-064,1418.2344,,-3.614,45.06,0.788,0.1624,2.406,GUF
ABAB,ABB-064,1418.3868,,-3.965,45.06,0.817,0.1624,2.406,GUF
ABAB,ABB-064,1418.5392,,-4.317,45.06,0.9,0.1624,2.406,GUF
ABAB,ABB-064,1418.6916,,-4.669,45.06,0.981,0.1624,2.406,GUF
ABAB,ABB-064,1418.844,,-4.814,45.06,1.063,0.1624,2.406,GUF
ABAB,ABB-064,1418.9964,,-4.96,45.06,1.144,0.1624,2.406,GUF
ABAB,ABB-064,1419.1488,,-5.106,45.06,1.225,0.1624,2.406,GUF
ABAB,ABB-064,1419.3012,,-5.251,45.06,1.306,0.1624,2.406,GUF
ABAB,ABB-064,1419.4536,,-5.397,45.06,1.388,0.1624,2.406,GUF
ABAB,ABB-064,1419.606,,-5.597,45.06,1.411,0.1624,2.406,GUF
ABAB,ABB-064,1419.7584,,-5.798,45.06,1.431,0.1624,2.406,GUF
ABAB,ABB-064,1419.9108,,-5.998,45.06,1.451,0.1624,2.406,GUF
